settlement_id,settlement_name,ward_code,ward_name,lga_name,gps_visit_status,gps_confidence_status,etally_report_status,etally_row_count,reported_doses_all_linked,reported_doses_plausible_only,dose_quality_flag,reconciliation_class,discrepancy_flag,explanatory_notes,created_at
S00484,Adngoyi,W006,Okradu,Idi-Oro,unvisited,review,reported,1,50.0,50.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00485,Okzashi-Tsakiya,W006,Okradu,Idi-Oro,unvisited,review,reported,1,88.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00486,Zanaru,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00487,Jirita,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00488,Biluba,W006,Okradu,Idi-Oro,unvisited,review,reported,1,110.0,110.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00489,Tangoma,W006,Okradu,Idi-Oro,unvisited,review,reported,1,75.0,75.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00490,Ibsayi,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00491,Sutsija,W006,Okradu,Idi-Oro,unvisited,review,reported,1,30.0,30.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00492,Suludu,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00493,Fashana,W006,Okradu,Idi-Oro,unvisited,review,reported,1,68.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00494,Kasashi,W006,Okradu,Idi-Oro,visited,high,reported,1,87.0,87.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00495,Zashashi,W006, Okradu ,Idi-Oro,unvisited,review,reported,1,260.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00496,Kalushi,W006,Okradu,Idi-Oro,unvisited,review,reported,1,301.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00497,Sungori-Arewa,W006,OKRADU,Idi-Oro,unvisited,review,reported,1,137.0,137.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00498,Ibzadu,W006, Okradu ,Idi-Oro,unvisited,review,reported,1,25.0,25.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00499,Ibngodu,W006,Okradu,Idi-Oro,unvisited,review,reported,1,148.0,148.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00500,Zazana,W006,Okradu,Idi-Oro,unvisited,review,reported,1,515.0,515.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00501,Fanawo,W006,Okradu,Idi-Oro,unvisited,review,reported,1,27.0,27.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00502,Uzwata-Yamma,W006,Okradu,Idi-Oro,unvisited,review,reported,1,115.0,115.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00503,Nudeja,W006,Okradu,Idi-Oro,unvisited,review,reported,1,62.0,62.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00504,Enngori,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00505,Oldeko,W006,Okradu,Idi-Oro,unvisited,review,reported,1,47.0,47.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00506,Surashi-Kudu,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00507,Ibdeba,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00508,Sukona,W006,Okradu,Idi-Oro,unvisited,review,reported,1,103.0,103.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00509,Damashi,W006,Okradu,Idi-Oro,unvisited,review,reported,1,238.0,238.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00510,Umtima,W006,Okradu,Idi-Oro,unvisited,review,reported,1,36.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00511,Jiyoni,W006,Okradu,Idi-Oro,unvisited,review,reported,1,203.0,203.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00512,Loyode,W006,Okradu,Idi-Oro,unvisited,review,reported,1,97.0,97.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00513,Okshami,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00514,Irlufa-Gabas,W006,Okradu,Idi-Oro,visited,high,reported,1,25.0,25.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00515,Yeduri,W006,Okradu,Idi-Oro,unvisited,review,reported,1,205.0,205.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00516,Olzaja,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00517,Fawaba,W006,Okradu,Idi-Oro,unvisited,review,reported,1,93.0,93.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00518,Hajiri,W006,Okradu,Idi-Oro,unvisited,review,reported,1,60.0,60.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00519,Yeluta,W006,Okradu,Idi-Oro,unvisited,review,reported,1,33.0,33.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00520,Lorata,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00521,Fazana,W006,Okradu,Idi-Oro,unvisited,review,reported,1,16.0,16.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00522,Losale,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00523,Agrifa,W006,Okradu,Idi-Oro,unvisited,review,reported,1,28.0,28.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00524,Umnana-Tudun,W006,Okradu,Idi-Oro,unvisited,review,reported,1,13.0,13.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00525,Tayona,W006,Okradu,Idi-Oro,unvisited,review,reported,1,107.0,107.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00526,Sujiri,W006,Okradu,Idi-Oro,unvisited,review,reported,1,99.0,99.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00527,Sushata,W006,Okradu,Idi-Oro,unvisited,review,reported,1,32.0,32.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00528,Bamaba,W006,Okradu,Idi-Oro,unvisited,review,reported,1,185.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00529,Adyoyi,W006,Okradu,Idi-Oro,unvisited,review,reported,1,352.0,352.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00530,Ibbefa,W006,Okradu,Idi-Oro,unvisited,review,reported,1,47.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00531,Yengomi,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00532,Wabeyi,W006,Okradu,Idi-Oro,unvisited,review,reported,1,1192.0,1192.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00533,Kadetu,W006,Okradu,Idi-Oro,unvisited,review,reported,1,185.0,185.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00534,Ekrayi,W006,Okradu,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00535,Lolata,W007,BAYOYI,Idi-Oro,unvisited,review,reported,1,38.0,38.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00536,Oktsiko,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,161.0,161.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00537,Bikofa-Arewa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00538,Umrami-Arewa,W007,Bayoyi,Idi-Oro,visited,high,reported,1,66.0,0.0,True,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00539,Baduri,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,23.0,23.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00540,Adzafa-Yamma,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00541,Dadeyi,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,98.0,98.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00542,Umlale,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,31.0,31.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00543,Agjiko,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,92.0,92.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00544,Warita-Tsakiya,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,85.0,85.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00545,Sabemi-Sabo,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,152.0,152.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00546,Enzako,W007,Bayoyi,Idi-Oro,visited,high,reported,1,36.0,36.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00547,Sasharu,W007, Bayoyi ,Idi-Oro,unvisited,review,reported,1,53.0,53.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00548,Agshatu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,330.0,330.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00549,Oltija,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00550,Yeriri,W007,BAYOYI,Idi-Oro,unvisited,review,reported,1,154.0,154.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00551,Wabele,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,298.0,298.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00552,Kawako-Tudun,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,37.0,37.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00553,Wabema-Yamma,W007,Bayoyi,Idi-Oro,visited,high,reported,1,1055.0,1055.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00554,Ummari,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00555,Malusa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00556,Dashawa,W007,Bayoyi,Idi-Oro,visited,high,reported,1,424.0,0.0,True,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00557,Kutsifa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00558,Okdutu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,88.0,88.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00559,Suberu-Sabo,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,85.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00560,Waraba,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,79.0,79.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00561,Uzwaja,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,902.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00562,Sujitu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,45.0,45.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00563,Saberi-Tudun,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,71.0,71.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00564,Umngole,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,221.0,221.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00565,Irbata-Sabo,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,43.0,43.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00566,Dokowa,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,14.0,14.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00567,Fabema,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,88.0,88.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00568,Kangoma,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,371.0,371.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00569,Doludu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,77.0,77.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00570,Dabeko-Tsakiya,W007,BAYOYI,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00571,Uzyole,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,33.0,33.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00572,Ekwana,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00573,Dosasa-Tudun,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,34.0,34.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00574,Kangoru,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,164.0,164.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00575,Lodutu,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00576,Yebawa,W007,Bayoyi,Idi-Oro,ambiguous,ambiguous,reported,1,92.0,92.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00577,Fatini-Kofar,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,164.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00578,Zabeta,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00579,Wanasa,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,55.0,55.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00580,Ibshako,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,122.0,122.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00581,Yejija-Yamma,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,411.0,411.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00582,Gushama,W007,Bayoyi,Idi-Oro,visited,high,reported,1,511.0,511.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00583,Bideba,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00584,Uznatu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,97.0,97.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00585,Agbasa-Sabo,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00586,Lobeko,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,30.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00587,Oljile,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,123.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00588,Loludu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,108.0,108.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00589,Doluri,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,19.0,19.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00590,Okshadu,W007,Bayoyi,Idi-Oro,ambiguous,ambiguous,reported,1,119.0,119.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00591,Ensashi,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,301.0,301.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00592,Sariwa-Gabas,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00593,Jiyoma,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,20.0,20.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00594,Jilama,W007,Bayoyi,Idi-Oro,visited,high,reported,1,67.0,67.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00595,Ekdusa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00596,Zashari,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,241.0,241.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00597,Ibkoba,W007,Bayoyi,Idi-Oro,ambiguous,ambiguous,reported,1,96.0,0.0,True,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00598,Ibjimi-Sabo,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00599,Olngosa,W007,Bayoyi,Idi-Oro,visited,high,reported,1,62.0,62.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00600,Yenayi,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,89.0,89.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00601,Saraba,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,13.0,13.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00602,Uzraba-Kofar,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,34.0,34.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00603,Talani,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00604,Adtiri,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,56.0,56.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00605,Uzdetu-Arewa,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,7.0,7.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00606,Adduma,W007,Bayoyi,Idi-Oro,visited,high,reported,1,58.0,58.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00607,Tasari,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,30.0,30.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00608,Kuyoba,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,18.0,18.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00609,Kabani,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,116.0,116.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00610,Oktiwo,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,70.0,70.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00611,Bakode,W007,Bayoyi,Idi-Oro,visited,high,reported,1,68.0,68.0,False,GPS visited / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00612,Ritsiko,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,63.0,63.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00613,Dazaja,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00614,Ekduwo,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,51.0,51.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00615,Ekkoyi,W007,Bayoyi,Idi-Oro,ambiguous,ambiguous,reported,1,58.0,58.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00616,Bitsitu-Arewa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00617,Basaru,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,36.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00618,Irbefa-Arewa,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,20.0,20.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00619,Doriru,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,35.0,35.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00620,Nunaja,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,128.0,128.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00621,Makotu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,138.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00622,Entsishi,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,61.0,61.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00623,Irngoni,W007, Bayoyi ,Idi-Oro,unvisited,review,reported,1,168.0,168.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00624,Irrishi,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00625,Suyoru,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00626,Datitu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,35.0,35.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00627,Irluri,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,124.0,124.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00628,Tanade,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,10.0,10.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00629,Uztiru,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,42.0,42.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00630,Enwadu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,117.0,117.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00631,Kabale,W007,Bayoyi,Idi-Oro,ambiguous,ambiguous,reported,1,67.0,67.0,False,GPS ambiguous / e-tally reported,False,,2026-07-31 19:30:19.408706+00:00
S00632,Banadu,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,180.0,180.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00633,Ennawa,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,36.0,36.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00634,Wadusa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00635,Yenani,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,58.0,58.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00636,Ibwasa,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
S00637,Sutita,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,29.0,29.0,False,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00638,Nusashi,W007,Bayoyi,Idi-Oro,unvisited,review,reported,1,17.0,0.0,True,GPS unvisited / e-tally reported,True,,2026-07-31 19:30:19.408706+00:00
S00639,Waratu,W007,Bayoyi,Idi-Oro,unvisited,review,no e-tally report,0,0.0,0.0,False,GPS unvisited / no e-tally report,False,,2026-07-31 19:30:19.408706+00:00
