settlement_id,gps_visit_status,missed_indicator,x_32632,y_32632,analysis_scenario,weights_specification,neighbour_count,local_moran_i,quadrant,raw_permutation_p_value,fdr_adjusted_p_value,raw_significant,fdr_adjusted_significant,spatial_lag,local_cluster_raw,local_cluster_fdr
S02470,unvisited,1,417864.2058116284,1200164.3414529643,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.648,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02471,unvisited,1,420830.78884737863,1200314.0558473696,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.038613856305439634,4,0.987,0.994835294117647,False,False,0.875,Not significant,Not significant
S02472,unvisited,1,426481.50915500347,1239673.6262903875,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.655,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02473,unvisited,1,434608.7014492501,1238462.9382409505,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.678,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02474,visited,0,426204.1963378596,1231549.7640985404,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.39119084331865944,3,0.076,0.9228411005053341,False,False,0.875,Not significant,Not significant
S02475,unvisited,1,422635.721565432,1234683.308345973,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.638,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02476,unvisited,1,432808.3197688657,1237634.322211255,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.663,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02477,unvisited,1,428343.5928716042,1223560.8579408946,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.038613856305439634,4,0.987,0.994835294117647,False,False,0.875,Not significant,Not significant
S02478,unvisited,1,428597.36572859867,1238885.4053354184,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.648,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02479,unvisited,1,432571.28535717214,1233920.1627309686,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.03861385630543965,4,0.781,0.9656091003102378,False,False,0.875,Not significant,Not significant
S02481,unvisited,1,431283.3137585326,1242380.151786901,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.656,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02482,unvisited,1,433476.2668750527,1240010.4794149767,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.673,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02483,unvisited,1,423049.9176743075,1237080.3609550854,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.672,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02484,unvisited,1,424649.9784276179,1236989.99660145,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.654,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02485,unvisited,1,422459.46572262596,1234719.0061435946,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.628,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02486,unvisited,1,422834.14781894174,1231950.068308238,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.31317566442352085,4,0.105,0.9228411005053341,False,False,0.625,Not significant,Not significant
S02487,unvisited,1,433756.9734438619,1220306.6236818747,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.038613856305439634,4,0.99,0.994835294117647,False,False,0.875,Not significant,Not significant
S02488,unvisited,1,436580.8335881275,1241621.296264888,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.65,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02489,unvisited,1,425715.14901863603,1238787.4310114083,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.652,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02490,unvisited,1,424146.84286629286,1239435.1077890478,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.688,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02491,unvisited,1,425479.0571818748,1235789.1640212955,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.038613856305439634,4,0.991,0.994835294117647,False,False,0.875,Not significant,Not significant
S02492,unvisited,1,423361.4215268545,1228187.8881125927,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.31317566442352085,4,0.126,0.9228411005053341,False,False,0.625,Not significant,Not significant
S02493,unvisited,1,433782.45316012704,1240258.980295349,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.678,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02494,unvisited,1,427326.1662881067,1239719.1452488836,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.663,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02496,visited,0,432272.7591671288,1229744.6971100075,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,1.781961871356043,3,0.013,0.6731739130434782,True,False,0.75,Low-Low visited cluster,Not significant
S02497,unvisited,1,423739.8151242757,1239560.9152693888,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.642,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02498,unvisited,1,433754.02050655143,1240129.3305186331,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.67,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02499,unvisited,1,431785.78140343074,1237283.062180741,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.662,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02500,unvisited,1,420797.6986192964,1233513.8401973485,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.03861385630543965,4,0.773,0.9656091003102378,False,False,0.875,Not significant,Not significant
S02501,unvisited,1,422863.6386556359,1240627.120856405,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.633,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02502,unvisited,1,433634.9019585595,1236944.4811332016,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.659,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02503,unvisited,1,433675.98801878956,1237597.8027261028,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.648,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02504,visited,0,425446.768767366,1233389.8825708225,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.3911908433186596,3,0.07,0.9228411005053341,False,False,0.875,Not significant,Not significant
S02505,unvisited,1,433825.3950852228,1219408.8215029861,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.038613856305439634,4,0.99,0.994835294117647,False,False,0.875,Not significant,Not significant
S02506,unvisited,1,423758.0823559312,1235423.183867896,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.669,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02507,unvisited,1,421948.72044378147,1239606.4581788406,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.642,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02508,unvisited,1,423987.9983596277,1235316.9271424375,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.656,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02509,unvisited,1,430292.06626211613,1240945.9780694484,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.641,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02510,unvisited,1,434776.46709262085,1238553.1613086408,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.642,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02511,unvisited,1,431369.68617432925,1239120.767293308,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.672,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02512,unvisited,1,432930.6516688935,1236085.4190401752,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.667,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02513,unvisited,1,435244.3027151921,1239975.5764545354,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.634,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02514,unvisited,1,423913.87472270435,1238145.2975533386,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.674,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02515,unvisited,1,422003.4364593599,1234335.395304078,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.644,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02516,unvisited,1,426051.6617208547,1237804.2659109975,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.665,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02517,unvisited,1,423667.3250931261,1237489.2558313755,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.677,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02518,unvisited,1,421717.80135869246,1239419.8061790832,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.644,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02519,unvisited,1,432290.88135484484,1238755.122966283,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.672,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02520,unvisited,1,433405.7104779258,1237091.9121822126,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.659,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02521,unvisited,1,432943.5937751738,1239522.4974931718,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.641,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02522,unvisited,1,422190.6910268335,1235193.0469589704,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.639,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02523,unvisited,1,422508.177826817,1237406.3229349533,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,0.098667047753601,1,0.662,0.9228411005053341,False,False,1.0,Not significant,Not significant
S02524,unvisited,1,425678.92260073393,1233915.9275598004,primary_knn8_excluding_ambiguous,knn_k8_binary_row_standardized,8,-0.17589476036448026,4,0.175,0.9228411005053341,False,False,0.75,Not significant,Not significant
D00083,unvisited,1,292727.9505114694,1214793.6472482136,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,50,-0.05508756479252457,4,0.255,0.5318826619964974,False,False,0.8600000000000004,Not significant,Not significant
D00184,unvisited,1,291250.45033384155,1194339.6020945322,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,54,-0.04369833423355229,4,0.326,0.5874162895927602,False,False,0.8703703703703695,Not significant,Not significant
D00230,unvisited,1,329235.5218270611,1221393.8456561218,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,68,0.05021496396805722,1,0.179,0.4841673913043478,False,False,0.9558823529411749,Not significant,Not significant
D00246,unvisited,1,309384.6444406346,1214243.6421422274,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,58,-0.01494473491594988,4,0.792,0.9146512301013026,False,False,0.8965517241379316,Not significant,Not significant
D00320,unvisited,1,302900.9237382026,1219278.8521485473,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,55,-0.02114174124337989,4,0.582,0.7872367972742759,False,False,0.8909090909090911,Not significant,Not significant
D00347,unvisited,1,309979.0719810901,1173217.3638429588,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,20,-0.17589476036448032,4,0.062,0.47220264317180616,False,False,0.7500000000000001,Not significant,Not significant
D00363,unvisited,1,298038.5316842005,1179849.539276289,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,41,0.018307494158065006,1,0.731,0.8843280853224987,False,False,0.9268292682926834,Not significant,Not significant
D00378,unvisited,1,324588.1065242919,1184594.1053575275,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,29,-0.05281532913913354,4,0.449,0.6940415314730695,False,False,0.8620689655172411,Not significant,Not significant
D00511,unvisited,1,309617.38781367696,1246490.4167740382,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,83,0.07220325901932817,1,0.107,0.47220264317180616,False,False,0.9759036144578326,Not significant,Not significant
D00555,unvisited,1,321521.24723101396,1244435.9797659046,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,71,-0.056015661045318015,4,0.217,0.5094450867052023,False,False,0.8591549295774641,Not significant,Not significant
D00578,unvisited,1,318632.33621437417,1241550.1112545081,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,90,-0.05996866360351259,4,0.117,0.47220264317180616,False,False,0.8555555555555545,Not significant,Not significant
D00752,unvisited,1,327034.76006243296,1213093.3006990103,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,95,0.052425059017924165,1,0.176,0.4841673913043478,False,False,0.9578947368421062,Not significant,Not significant
D00943,unvisited,1,325604.4169029206,1155977.1959801589,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,9,-0.14538789279580455,4,0.199,0.49325494276795007,False,False,0.7777777777777779,Not significant,Not significant
D01074,unvisited,1,330770.7925286072,1266432.349564858,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,74,0.05414351130202019,1,0.222,0.5094450867052023,False,False,0.9594594594594581,Not significant,Not significant
D01076,unvisited,1,328095.34239834594,1267119.8372303238,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,70,0.05159930921907276,1,0.26,0.5380712423979149,False,False,0.9571428571428556,Not significant,Not significant
D01108,unvisited,1,340539.6248114151,1235704.493743848,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,58,-0.07175062625072517,4,0.171,0.4841673913043478,False,False,0.844827586206897,Not significant,Not significant
D01175,unvisited,1,337951.43295633746,1242902.0145193,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,75,-0.04776591657604234,4,0.248,0.5267477797513322,False,False,0.8666666666666656,Not significant,Not significant
D01209,unvisited,1,348529.8824304248,1247241.2351715367,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,47,0.005199198181488226,1,0.857,0.9552522227421619,False,False,0.9148936170212769,Not significant,Not significant
D01332,unvisited,1,348761.9376061891,1175886.171661285,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,-0.032076670397866276,4,0.538,0.7529471210340776,False,False,0.8809523809523816,Not significant,Not significant
D01432,unvisited,1,349443.8797802975,1226358.3010279727,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,34,-0.06283989819821156,4,0.302,0.5787320997586485,False,False,0.8529411764705883,Not significant,Not significant
D01536,unvisited,1,371677.2993911884,1174646.22604188,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,28,0.059443932308160786,1,0.354,0.6128110465116279,False,False,0.964285714285714,Not significant,Not significant
D01632,unvisited,1,369296.8577190872,1244713.3558363442,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,27,0.05799122432870006,1,0.539,0.7530193548387097,False,False,0.9629629629629624,Not significant,Not significant
D01686,unvisited,1,372958.1629421665,1218413.5386632264,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,12,0.09866704775360095,1,0.414,0.6667667342799188,False,False,1.0,Not significant,Not significant
D01757,unvisited,1,382913.4450600792,1266870.010349011,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,33,0.06538682858777296,1,0.311,0.5833086614173228,False,False,0.9696969696969691,Not significant,Not significant
D01765,unvisited,1,380948.475074125,1271152.183322698,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,30,0.062058806671190146,1,0.288,0.56978073089701,False,False,0.9666666666666666,Not significant,Not significant
D01777,unvisited,1,382511.8625252401,1267828.4737312642,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,32,0.06434682173884085,1,0.371,0.6266647807637907,False,False,0.96875,Not significant,Not significant
D01839,unvisited,1,377997.0822822917,1201200.8745515572,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,24,0.007146445047573889,1,0.872,0.9683468531468531,False,False,0.9166666666666663,Not significant,Not significant
D01905,unvisited,1,381934.92453923135,1226638.7392427195,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,60,-0.13928651928206934,4,0.045,0.47220264317180616,True,False,0.7833333333333341,High-Low outlier,Not significant
D01917,unvisited,1,390215.7981266178,1214847.8187771826,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,39,-0.042133879486440706,4,0.579,0.7849618668184405,False,False,0.8717948717948723,Not significant,Not significant
D01994,unvisited,1,387373.96147574804,1254722.940949655,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,41,0.09866704775360101,1,0.116,0.47220264317180616,False,False,1.0000000000000004,Not significant,Not significant
D02009,unvisited,1,383829.6497780937,1250886.8771906614,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,0.09866704775360104,1,0.113,0.47220264317180616,False,False,1.0000000000000007,Not significant,Not significant
D02192,unvisited,1,403002.53781044733,1237265.0582133187,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,20,-0.011157675493631516,4,0.991,1.0,False,False,0.9000000000000002,Not significant,Not significant
D02236,unvisited,1,415421.21003766084,1221869.8580931171,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,40,0.04375468612998473,1,0.462,0.6996083916083917,False,False,0.9500000000000005,Not significant,Not significant
D02268,unvisited,1,417659.963696533,1216442.4928123322,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,50,0.05473715845470798,1,0.29,0.5718377483443708,False,False,0.9600000000000005,Not significant,Not significant
D02456,unvisited,1,417433.97083670594,1199633.4111173966,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,27,0.01731540090379912,1,0.968,1.0,False,False,0.9259259259259254,Not significant,Not significant
D02466,unvisited,1,421144.6629437284,1198494.7407531247,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,28,0.05944393230816077,1,0.394,0.6479958677685951,False,False,0.964285714285714,Not significant,Not significant
D02521,unvisited,1,432439.08022682247,1239350.8295707658,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,34,0.09866704775360095,1,0.127,0.47220264317180616,False,False,1.0,Not significant,Not significant
S00001,unvisited,1,299793.4544841796,1235822.797079324,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,39,-0.013973694038432368,4,0.964,1.0,False,False,0.8974358974358979,Not significant,Not significant
S00002,unvisited,1,298061.82517327927,1234247.487833377,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,37,-0.020062382783947674,4,0.762,0.8990014858841011,False,False,0.8918918918918912,Not significant,Not significant
S00003,unvisited,1,288526.02447838825,1218778.2508378404,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,63,-0.02336042252110179,4,0.693,0.8606496350364963,False,False,0.8888888888888875,Not significant,Not significant
S00004,unvisited,1,299140.06697791594,1226987.8375862967,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,46,-0.04458259126452838,4,0.435,0.6834894459102903,False,False,0.8695652173913039,Not significant,Not significant
S00005,unvisited,1,292082.43944703566,1217720.5092241308,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,61,-0.02736132318584614,4,0.567,0.776203448275862,False,False,0.8852459016393449,Not significant,Not significant
S00006,unvisited,1,294012.0999274058,1222832.3061328267,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,53,-0.00494118172492023,4,0.91,0.9861783439490446,False,False,0.9056603773584905,Not significant,Not significant
S00007,unvisited,1,302672.712551815,1234454.1977746026,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,61,0.008646782796853037,1,0.889,0.9767518450184501,False,False,0.9180327868852466,Not significant,Not significant
S00008,unvisited,1,299211.4706892957,1231922.2071719503,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,40,-0.038613856305439655,4,0.518,0.7353253873659118,False,False,0.8750000000000004,Not significant,Not significant
S00009,unvisited,1,297566.1090698113,1235541.1980855095,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,33,-0.034453828909711125,4,0.517,0.7352202985074627,False,False,0.8787878787878782,Not significant,Not significant
S00010,unvisited,1,284495.3531166985,1225716.7914123412,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,44,0.023786554630487927,1,0.803,0.9191475252282557,False,False,0.9318181818181813,Not significant,Not significant
S00012,unvisited,1,285707.96856909967,1218199.2527638294,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,58,-0.014944734915949848,4,0.81,0.9222848948374761,False,False,0.8965517241379316,Not significant,Not significant
S00013,unvisited,1,285759.2068449565,1218663.2559254386,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,60,-0.02946179603483687,4,0.555,0.7659385863267673,False,False,0.8833333333333344,Not significant,Not significant
S00014,unvisited,1,297716.2371287225,1239445.2759701393,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,30,-0.047765916576042386,4,0.447,0.6936508143322476,False,False,0.8666666666666666,Not significant,Not significant
S00015,unvisited,1,292773.5707248795,1235593.4015593797,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,20,0.043754686129984725,1,0.717,0.8789984559958827,False,False,0.9500000000000003,Not significant,Not significant
S00016,unvisited,1,297496.9513734725,1217356.26239361,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,45,0.0010450715338387521,1,0.939,1.0,False,False,0.9111111111111114,Not significant,Not significant
S00017,visited,0,303575.50481046306,1234120.4680841847,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,66,-0.325266959003629,2,0.042,0.47220264317180616,True,False,0.9393939393939387,Low-High outlier,Not significant
S00018,unvisited,1,303171.82305432495,1227547.7288557955,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,61,-0.0633694291685453,4,0.179,0.4841673913043478,False,False,0.8524590163934432,Not significant,Not significant
S00019,unvisited,1,284452.8309269132,1221118.2281744685,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,49,0.009014212449737682,1,0.985,1.0,False,False,0.9183673469387762,Not significant,Not significant
S00020,unvisited,1,288772.9717680977,1237569.830075305,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,8,0.098667047753601,1,0.655,0.8312253596164092,False,False,1.0,Not significant,Not significant
S00021,unvisited,1,294348.4844617981,1225328.233135434,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,45,-0.023360422521101824,4,0.628,0.8160916530278233,False,False,0.8888888888888892,Not significant,Not significant
S00022,unvisited,1,285426.17158942285,1217546.3541173479,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,55,-0.021141741243379857,4,0.626,0.8160916530278233,False,False,0.8909090909090911,Not significant,Not significant
S00023,unvisited,1,291921.2065165686,1222716.134174133,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,67,-0.016075200415149343,4,0.791,0.9146512301013026,False,False,0.8955223880597023,Not significant,Not significant
S00024,unvisited,1,298023.7659136014,1221675.0500600783,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,-0.00592792676757282,4,0.992,1.0,False,False,0.9047619047619054,Not significant,Not significant
S00025,visited,0,286095.51487384865,1211562.3618739797,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,0.32496365150735546,3,0.041,0.47220264317180616,True,False,0.8809523809523816,Low-Low visited cluster,Not significant
S00026,visited,0,300021.4250105778,1234587.4328062488,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,40,0.11303663771118301,3,0.101,0.47220264317180616,False,False,0.9000000000000005,Not significant,Not significant
S00027,unvisited,1,284817.8415012072,1226378.8110160118,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,43,0.02204514781367133,1,0.795,0.9146512301013026,False,False,0.9302325581395354,Not significant,Not significant
S00028,visited,0,297601.40847920766,1221114.8953231652,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,41,-0.18547031464806038,2,0.078,0.47220264317180616,False,False,0.9268292682926834,Not significant,Not significant
S00029,unvisited,1,286773.5433322146,1219387.8225168188,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,63,-0.02336042252110179,4,0.685,0.8551729559748428,False,False,0.8888888888888875,Not significant,Not significant
S00030,unvisited,1,289244.29604291817,1219925.4268365935,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,71,-0.02507911928553421,4,0.585,0.7899489795918367,False,False,0.8873239436619711,Not significant,Not significant
S00032,visited,0,286968.8494274623,1222923.116166438,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,52,-0.35768586408608527,2,0.041,0.47220264317180616,True,False,0.9423076923076931,Low-High outlier,Not significant
S00033,unvisited,1,298044.0914955305,1222063.5631742927,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,42,-0.00592792676757282,4,0.992,1.0,False,False,0.9047619047619054,Not significant,Not significant
S00034,unvisited,1,289382.74421212124,1212838.5734228608,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,44,-0.02613377411825411,4,0.609,0.8054625208217656,False,False,0.8863636363636359,Not significant,Not significant
S00036,unvisited,1,286193.9200676512,1224842.9608094792,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,48,0.030026595724080653,1,0.553,0.7650017391304349,False,False,0.9375000000000006,Not significant,Not significant
S00037,visited,0,288063.7990909932,1215718.6612496916,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,54,0.03062057679044925,3,0.496,0.7217299938912645,False,False,0.9074074074074064,Not significant,Not significant
S00038,unvisited,1,285972.969804717,1219577.8107870205,sensitivity_distance_band_excluding_ambiguous,distance_band_9050m_binary_row_standardized,61,-0.027361323185846113,4,0.545,0.7587317358270018,False,False,0.8852459016393449,Not significant,Not significant
