name,label,settlement_type,ward_code,ward_name,lga_code,lga_name,state_code,state_name,longitude,latitude,target_population_under5
S00572,Ekwana,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.3894,11.279726,213.0
S00633,Ennawa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.345336,11.265597,39.0
S00591,Ensashi,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.460757,11.202823,382.0
S00622,Entsishi,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.45448,11.178972,80.0
S00630,Enwadu,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.391227,11.259915,158.0
S00546,Enzako,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.374452,11.22254,60.0
S00567,Fabema,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.376342,11.221738,136.0
S00577,Fatini-Kofar,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.467026,11.183125,155.0
S00582,Gushama,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.4081,11.237529,515.0
S00652,Harani,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.369661,11.242133,684.0
S00598,Ibjimi-Sabo,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.311707,11.21454,215.0
S00597,Ibkoba,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.457471,11.19183,94.0
S00580,Ibshako,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.341216,11.3494,215.0
S00636,Ibwasa,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.419899,11.302984,885.0
S00565,Irbata-Sabo,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.449944,11.239201,53.0
S00618,Irbefa-Arewa,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.380048,11.246283,29.0
S00627,Irluri,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.367023,11.236562,159.0
S00623,Irngoni,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.396047,11.27934,169.0
S00624,Irrishi,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.448014,11.197726,70.0
S00594,Jilama,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.46777,11.196293,83.0
S00593,Jiyoma,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.356214,11.265799,32.0
S00631,Kabale,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.436651,11.249263,96.0
S00609,Kabani,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.356459,11.240959,134.0
S00568,Kangoma,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.371491,11.233136,448.0
S00574,Kangoru,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.388417,11.242439,174.0
S00552,Kawako-Tudun,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.3858,11.324848,44.0
S00557,Kutsifa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.360968,11.223473,119.0
S00650,Kuwale,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.450194,11.209052,138.0
S00608,Kuyoba,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.422964,11.297864,33.0
S00586,Lobeko,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.403895,11.133671,29.0
S00575,Lodutu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.374745,11.229872,79.0
S00535,Lolata,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.320748,11.329382,42.0
S00588,Loludu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.384608,11.233062,148.0
S00621,Makotu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.35896,11.230193,137.0
S00555,Malusa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.36867,11.247392,160.0
S00620,Nunaja,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.447885,11.349649,165.0
S00638,Nusashi,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.320324,11.222049,16.0
S00656,Okbaba-Tsakiya,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.383512,11.18231,151.0
S00558,Okdutu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.379712,11.161591,155.0
S00590,Okshadu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.342877,11.243553,121.0
S00653,Oktiri-Gabas,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.30008,11.301228,49.0
S00610,Oktiwo,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.347249,11.417682,81.0
S00536,Oktsiko,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.399069,11.214757,186.0
S00587,Oljile,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.318237,11.328476,122.0
S00599,Olngosa,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.321465,11.316399,98.0
S00549,Oltija,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.369089,11.240476,133.0
S00649,Ribemi-Tsakiya,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.370907,11.218394,61.0
S00643,Ririwa-Sabo,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.400099,11.274429,350.0
S00612,Ritsiko,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.377603,11.222858,101.0
S00545,Sabemi-Sabo,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.458331,11.199185,160.0
S00563,Saberi-Tudun,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.371607,11.241653,128.0
S00601,Saraba,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.299066,11.312552,24.0
S00592,Sariwa-Gabas,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.36356,11.164167,223.0
S00547,Sasharu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.46493,11.210322,96.0
S00640,Sazaja,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.312417,11.387289,69.0
S00559,Suberu-Sabo,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.391012,11.141937,83.0
S00562,Sujitu,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.436363,11.158283,66.0
S00651,Sushana-Arewa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.353548,11.226694,76.0
S00637,Sutita,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.408171,11.151332,29.0
S00625,Suyoru,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.404363,11.258472,62.0
S00603,Talani,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.464384,11.20997,46.0
S00628,Tanade,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.455636,11.313321,16.0
S00641,Tanafa-Yamma,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.333496,11.152314,151.0
S00607,Tasari,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.395796,11.172709,30.0
S00642,Tayosa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.291975,11.255138,42.0
S00542,Umlale,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.426161,11.17756,32.0
S00554,Ummari,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.321279,11.298483,8.0
S00564,Umngole,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.382501,11.245584,360.0
S00538,Umrami-Arewa,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.37947,11.218187,64.0
S00605,Uzdetu-Arewa,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.384138,11.237636,7.0
S00584,Uznatu,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.310246,11.310883,127.0
S00602,Uzraba-Kofar,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.38678,11.40381,45.0
S00629,Uztiru,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.427895,11.200899,46.0
S00647,Uztsile-Tudun,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.449474,11.173097,376.0
S00561,Uzwaja,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.293501,11.382335,889.0
S00571,Uzyole,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.347941,11.431536,49.0
S00551,Wabele,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.342002,11.380154,355.0
S00553,Wabema-Yamma,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.371165,11.154207,1904.0
S00658,Waduna,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.388288,11.227155,197.0
S00634,Wadusa,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.42568,11.252642,163.0
S00579,Wanasa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.314023,11.25586,76.0
S00560,Waraba,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.374448,11.203471,93.0
S00639,Waratu,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.30682,11.303947,18.0
S00544,Warita-Tsakiya,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.377235,11.15062,105.0
S00576,Yebawa,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.359363,11.237089,105.0
S00581,Yejija-Yamma,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.356629,11.3397,631.0
S00635,Yenani,Village,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.359685,11.2213,95.0
S00600,Yenayi,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.384292,11.137323,142.0
S00550,Yeriri,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.381281,11.246381,168.0
S00648,Yewafa,Settlement,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.454919,11.209213,17.0
S00645,Yezako-Kofar,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.352844,11.251902,89.0
S00578,Zabeta,Hamlet,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.342028,11.227675,17.0
S00596,Zashari,Urban block,W007,Bayoyi,LGA01,Idi-Oro,BAN,Bansara,7.420205,11.158838,295.0
S01009,Addedu,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.426238,11.458125,370.0
S01088,Adlata,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.535537,11.560769,88.0
S01080,Adngodu,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.419894,11.42248,151.0
S01083,Agbele,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.404375,11.431611,14.0
S01011,Agjima,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.445213,11.46275,225.0
S01089,Agzani,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.389923,11.458221,319.0
S01063,Banafa,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.372554,11.472655,14.0
S01018,Barile,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.532644,11.525,180.0
S01030,Batsiba-Tudun,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.448976,11.459906,159.0
S01012,Bidude,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.484911,11.494052,430.0
S01008,Bilatu-Tudun,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.487661,11.502099,466.0
S01062,Dabemi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.502594,11.518911,97.0
S01038,Dajiyi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.474386,11.455978,167.0
S00998,Damade,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.393801,11.474904,62.0
S01068,Datsiwa,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.464528,11.464702,269.0
S01085,Dayoshi,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.45074,11.388779,28.0
S01002,Dayoyi-Kofar,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.349654,11.447101,166.0
S01026,Dokoja,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.491483,11.495231,34.0
S01006,Donasa,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.445152,11.486861,45.0
S01033,Dosani-Tudun,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.359481,11.461331,239.0
S01092,Doyodu,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.467766,11.466951,166.0
S01005,Eksani,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.502679,11.547379,479.0
S01073,Eksatu-Gabas,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.461112,11.444336,140.0
S01032,Ekwawa,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.452791,11.476286,47.0
S01020,Ekyoni-Sabo,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.405432,11.431155,29.0
S01093,Ekyoyi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.548149,11.537068,121.0
S01052,Enbatu,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.357418,11.446742,56.0
S01040,Enduma-Kofar,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.435142,11.501086,592.0
S01024,Enlana,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.374387,11.488808,560.0
S01053,Ennata,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.387792,11.465289,145.0
S01071,Enrami,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.505317,11.488059,42.0
S01065,Enshana,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.401632,11.424229,213.0
S01021,Farata,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.511382,11.556145,197.0
S01081,Fatsimi,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.389509,11.444906,
S01043,Fayoba,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.466858,11.481488,45.0
S01057,Gulawa,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.415798,11.444227,125.0
S01082,Guluyi,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.399105,11.463595,344.0
S01023,Guraja,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.381531,11.47916,105.0
S01039,Guyona-Kofar,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.479075,11.516129,193.0
S01061,Hanami,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.399779,11.50172,215.0
S01069,Hazayi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.468257,11.46729,63.0
S01001,Ibtini-Kofar,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.54371,11.569928,24.0
S01041,Ibzashi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.407313,11.413849,58.0
S01070,Irdeni-Arewa,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.525695,11.50656,130.0
S01025,Irdude,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.373644,11.46827,539.0
S01087,Irlushi-Kudu,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.499542,11.51691,22.0
S01059,Irwata,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.442363,11.435086,69.0
S01028,Jidetu,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.518282,11.493316,71.0
S01054,Jidude,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.523784,11.529683,273.0
S01004,Jiduyi-Sabo,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.473827,11.500019,60.0
S01037,Kabeyi-Arewa,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.489201,11.471158,166.0
S01010,Kangona,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.375548,11.435793,68.0
S01029,Kuyowa,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.506946,11.569407,225.0
S01003,Lokoba-Tudun,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.423755,11.51362,226.0
S01090,Lolani,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.405574,11.44421,51.0
S01046,Losami,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.425126,11.442354,66.0
S01076,Matsiwo,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.42045,11.45408,27.0
S01036,Mazama,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.511266,11.469708,425.0
S01000,Nudule,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.539551,11.566747,26.0
S01042,Nungoko-Tudun,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.450077,11.462323,78.0
S01031,Nurima,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.479367,11.453805,147.0
S01035,Okberi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.374161,11.475138,71.0
S01060,Okdedu,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.427852,11.48828,32.0
S01051,Okshami-Yamma,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.468209,11.47367,64.0
S01013,Olngoru,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.507698,11.513119,154.0
S01045,Rilana,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.390821,11.469407,104.0
S01016,Rimadu,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.438751,11.471125,84.0
S01015,Rinaru,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.554224,11.555768,33.0
S01050,Rishayi,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.528965,11.541406,67.0
S01091,Ritiru,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.48468,11.513954,43.0
S01048,Sabeni,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.367405,11.460893,13.0
S01058,Salatu,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.509784,11.49321,43.0
S01079,Salude,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.373852,11.453714,31.0
S01064,Sanatu,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.500541,11.513745,387.0
S01007,Sawashi,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.386168,11.440732,18.0
S01078,Subafa,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.545265,11.544992,33.0
S01072,Sukoyi,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.40028,11.462909,67.0
S01017,Sumari,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.393153,11.434541,27.0
S01027,Suwama,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.371653,11.452472,37.0
S01044,Suyoshi,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.527004,11.564711,34.0
S01094,Taluba,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.491801,11.497242,126.0
S01049,Talusa,Urban block,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.547972,11.517211,372.0
S01067,Tanani,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.496128,11.516287,21.0
S01055,Umjidu,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.457185,11.494401,369.0
S01056,Ummafa,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.372297,11.462586,42.0
S01086,Umrina,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.401871,11.445961,93.0
S01075,Uzkoba,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.394613,11.426419,41.0
S01084,Uzlule,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.50598,11.518342,31.0
S00999,Uzsami-Arewa,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.44254,11.490792,215.0
S01074,Waride-Tsakiya,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.454101,11.454705,62.0
S01034,Wayode,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.376102,11.501906,80.0
S01022,Yekoja,Village,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.402477,11.506913,206.0
S01014,Yerile,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.504962,11.434096,30.0
S01047,Yetide,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.518874,11.497556,45.0
S01066,Zabeba-Kudu,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.494997,11.489533,72.0
S01019,Zaderu-Kudu,Settlement,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.488691,11.493725,104.0
S01077,Zashatu-Kudu,Hamlet,W014,Bishama,LGA01,Idi-Oro,BAN,Bansara,7.40331,11.460933,18.0
S00187,Adkoyi,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.012608,10.891674,311.0
S00210,Adraba-Tudun,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.131578,10.729968,156.0
S00182,Agbade,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.105535,10.758599,17.0
S00134,Agdede,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.02892,10.920265,30.0
S00176,Agjiyi,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.046831,10.932364,81.0
S00191,Agyole-Tsakiya,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.054225,10.900399,99.0
S00145,Agyoyi-Tudun,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.027702,10.892079,311.0
S00124,Bakowa,Settlement,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.233076,10.808467,69.0
S00128,Bakoyi,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.232322,10.777203,330.0
S00164,Balani,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.230121,10.762124,60.0
S00215,Balutu-Kudu,Settlement,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.026409,10.856039,94.0
S00146,Bawawo,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.208947,10.766289,90.0
S00184,Bibeko,Settlement,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.088818,10.796387,71.0
S00186,Bibemi-Gabas,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.118444,10.72671,63.0
S00199,Bijidu,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.092771,10.788268,126.0
S00220,Biluri,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.104016,10.773261,86.0
S00175,Dadesa,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.112463,10.78563,29.0
S00150,Dakoba,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.0815,10.794996,37.0
S00201,Daluwa,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.08642,10.766662,64.0
S00139,Dangowo,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.227429,10.797377,929.0
S00165,Dariko,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.139129,10.746277,18.0
S00130,Dariru,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.042672,10.839185,265.0
S00160,Dasatu-Tsakiya,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.126375,10.799967,76.0
S00154,Datsiwo,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.034733,10.904278,64.0
S00218,Ekluri-Tsakiya,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.100585,10.729689,85.0
S00190,Ekshayi,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.111141,10.731173,151.0
S00194,Enmari,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.110602,10.718336,187.0
S00206,Fadeja,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.098944,10.773483,79.0
S00173,Fakowo,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.202096,10.848132,148.0
S00198,Fangoni,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.135205,10.759231,474.0
S00185,Fangosa,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.075344,10.808488,179.0
S00168,Fashadu,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.096299,10.78344,325.0
S00136,Gulani,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.146874,10.734326,107.0
S00140,Guyoba,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.203856,10.774318,73.0
S00178,Habale,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.135511,10.7921,255.0
S00151,Hamade,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.12308,10.796225,100.0
S00158,Hangoshi,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.130201,10.761549,87.0
S00200,Hawale,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.076295,10.788149,128.0
S00153,Iblawa-Kofar,Urban block,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.079641,10.782325,574.0
S00152,Ibngona-Arewa,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.022653,10.87906,69.0
S00177,Ibritu,Village,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,6.954388115003849,10.889388,118.0
S00217,Ibtsiyi,Hamlet,W002,Ekduru,LGA01,Idi-Oro,BAN,Bansara,7.099169,10.798693,26.0
